age,vintage,bottled,avp,size,price,name,bottling,bottler,loc/type
4.0,2011.0,2015.0,61.90%,700,1022.3100000000001,Chichibu Madeira Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
20.0,1985.0,2005.0,55.00%,720,17252.730000000003,Hanyu Ace of Spades (First Release),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
45.0,1964.0,2009.0,45.00%,700,17094.0,Dalmore Aurora (Oloroso Cask),"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
24.0,1985.0,2009.0,54.90%,700,15294.69,Hanyu Joker Monochrome (Ichiro´s Malt Card),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
21.0,1985.0,2006.0,55.70%,700,11792.640000000001,Hanyu Ace of Spades (Ichiro´s Malt Card),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
16.0,1990.0,2006.0,54.00%,700,5411.250000000001,Hanyu Queen of Hearts (Ichiro´s Malt Card),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
,1971.0,,59.60%,750,6079.47,Glen Garioch Full Proof (Sherry Wood),"Samaroli, Highlands Single Malt",Samaroli, Highlands Single Malt
41.0,1971.0,2012.0,63.70%,700,9375.060000000001,Karuizawa Noh Single Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
25.0,1958.0,1983.0,43.00%,750,4144.740000000001,Macallan Anniversary Malt,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
,1937.0,,40.00%,750,4315.68,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
13.0,1937.0,1950.0,57.14%,750,4797.42,Glenlivet 100 Proof,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
13.0,1937.0,1950.0,45.71%,750,4693.080000000001,Glenlivet 80 Proof,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
,1958.0,,45.71%,750,3559.7700000000004,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell, Hope & King
25.0,1984.0,2009.0,48.00%,700,5122.650000000001,Yamazaki,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
31.0,1981.0,2012.0,60.60%,700,4943.9400000000005,Karuizawa Geisha Label,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
18.0,1964.0,1982.0,43.00%,750,2356.53,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
22.0,1976.0,1998.0,56.00%,700,3888.3300000000004,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
59.0,1950.0,2009.0,43.00%,700,3547.5600000000004,Macallan Speymalt,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
17.0,1965.0,1982.0,43.00%,750,3025.86,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
18.0,1965.0,1983.0,43.00%,750,3036.9600000000005,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
32.0,1972.0,2004.0,48.30%,700,2395.38,Ardbeg Single Cask,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
35.0,1980.0,2015.0,61.60%,700,3750.6900000000005,Karuizawa Golden Samurai,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
30.0,1984.0,2014.0,58.20%,700,3375.51,Karuizawa Noh Single Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
35.0,1979.0,2014.0,58.80%,700,2883.78,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
,1937.0,,40.00%,750,3850.59,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
12.0,1993.0,2005.0,55.70%,750,1293.15,Glenmorangie Swampt Oak,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
32.0,1983.0,2015.0,53.90%,750,2437.5600000000004,Port Ellen 15th Annual Release,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
25.0,1967.0,1992.0,54.40%,700,2040.1800000000003,Rosebank,"Signatory Vintage, Lowlands Single Malt",Signatory Vintage, Lowlands Single Malt
11.0,1994.0,2005.0,61.00%,700,2056.8300000000004,Karuizawa Single Cask,"Full Proof Europe, Japan Single Malt",Full Proof Europe, Japan Single Malt
17.0,1981.0,1998.0,56.00%,500,2249.9700000000003,Macallan Exceptional Cask (First Release),"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
17.0,1974.0,1991.0,61.10%,750,2224.44,Caol Ila,"Signatory Vintage, Islay Single Malt",Signatory Vintage, Islay Single Malt
20.0,1965.0,1985.0,49.10%,750,4827.39,Bowmore,"Sestante, Islay Single Malt",Sestante, Islay Single Malt
13.0,2000.0,2013.0,59.50%,700,1353.0900000000001,Hanyu The Game (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
,1959.0,,43.00%,750,1602.8400000000001,Glenlivet Vintage (Bottled in the 1980s),"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
31.0,1980.0,2011.0,56.40%,700,1958.0400000000002,Karuizawa Single Cask (Taiwan Exclusive),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
22.0,1994.0,2016.0,62.30%,700,2147.8500000000004,Karuizawa Noh Single Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
27.0,1984.0,2011.0,59.60%,700,2539.6800000000003,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
15.0,1993.0,2008.0,60.00%,700,1941.39,Hakushu The Cask of Hakushu,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
21.0,1988.0,2009.0,55.60%,700,1256.5200000000002,Hanyu Noh Single Cask (Spanish Oak),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
32.0,1964.0,1996.0,40.00%,700,1132.2,Littlemill,"Original Bottling, Lowlands Single Malt",Original Bottling, Lowlands Single Malt
37.0,1972.0,2009.0,54.80%,700,1279.8300000000002,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
,1957.0,,46.20%,435,1830.39,Talisker,"Cadenhead, Islands Single Malt",Cadenhead, Islands Single Malt
16.0,1974.0,1990.0,46.00%,750,1377.5100000000002,Longrow,"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
19.0,1990.0,2009.0,53.00%,700,1860.3600000000001,Hanyu The Wave,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
,1964.0,,46.00%,750,1494.0600000000002,Glen Ord Caves Fauchon,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
26.0,1985.0,2012.0,53.30%,700,703.74,Glendronach Trump,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
23.0,1985.0,2008.0,58.00%,700,1606.17,Hanyu Cask Strength (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
12.0,2000.0,2012.0,57.50%,700,1573.9800000000002,Hanyu The Game,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
25.0,1969.0,1994.0,43.00%,700,945.72,Bowmore,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
17.0,2000.0,2017.0,62.30%,700,1810.41,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
36.0,1970.0,2006.0,53.10%,700,1325.3400000000001,Springbank,"Signatory Vintage, Campbeltown Single Malt",Signatory Vintage, Campbeltown Single Malt
51.0,1951.0,2002.0,52.30%,50,1639.4700000000003,Macallan Fine and Rare,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
,1999.0,,60.60%,700,1948.0500000000002,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
34.0,1978.0,2012.0,55.00%,700,2137.86,Port Ellen 13th Annual Release,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
12.0,2000.0,2012.0,59.00%,700,1982.4600000000003,Hanyu The Game,"Shinanoya, Japan Single Malt",Shinanoya, Japan Single Malt
,1973.0,,43.00%,750,1672.7700000000002,Bowmore,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
16.0,2000.0,2016.0,63.80%,700,1828.17,Karuizawa Single Sherry Cask (Rising Sun),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
21.0,1982.0,2003.0,40.00%,1500,1683.8700000000001,Port Ellen (Magnum),"Silver Seal, Islay Single Malt",Silver Seal, Islay Single Malt
12.0,1994.0,2006.0,61.00%,700,1309.8000000000002,Karuizawa Single Cask (Ichiro´s Choice),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
15.0,2000.0,2015.0,60.00%,700,1389.72,Hanyu Single Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
18.0,1982.0,2000.0,43.00%,700,1041.18,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
22.0,1972.0,1994.0,58.70%,700,4680.870000000001,Brora Rare Malts,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
42.0,1969.0,2011.0,61.30%,700,4849.59,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
22.0,1964.0,1986.0,43.00%,750,4289.04,Bowmore,"R. W. Duthie & Co., Islay Single Malt",R. W. Duthie & Co., Islay Single Malt
,1957.0,,45.71%,750,3867.2400000000002,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell, Hope & King
,1956.0,,45.71%,750,4512.150000000001,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell, Hope & King
,1955.0,,45.85%,750,3881.6700000000005,Macallan,"Campbell, Hope & King, Speyside Single Malt",Campbell, Hope & King
34.0,1936.0,1970.0,40.00%,750,5032.740000000001,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
25.0,1958.0,1983.0,46.00%,750,4260.18,Springbank,"R. W. Duthie & Co., Campbeltown Single Malt",R. W. Duthie & Co., Campbeltown Single Malt
15.0,1964.0,1979.0,43.00%,750,3090.2400000000002,Bowmore Bicentenary,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
20.0,1963.0,1983.0,46.00%,750,4145.85,Imperial,"R. W. Duthie & Co., Speyside Single Malt",R. W. Duthie & Co., Speyside Single Malt
50.0,1939.0,1989.0,40.00%,750,4118.1,Mortlach,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
30.0,1984.0,2014.0,60.20%,700,4606.5,Karuizawa Single Cask (Samurai),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
29.0,1981.0,2010.0,60.50%,700,2012.43,Karuizawa Geisha Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
35.0,1938.0,1973.0,43.00%,750,3695.1900000000005,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
14.0,1991.0,2005.0,54.00%,700,1494.0600000000002,Macallan Easter Elchie (Seasonal Selection),"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
30.0,1967.0,1997.0,49.80%,700,3705.1800000000003,Ardbeg,"Signatory Vintage, Islay Single Malt",Signatory Vintage, Islay Single Malt
32.0,1980.0,2012.0,59.20%,700,3042.51,Karuizawa Noh,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
30.0,1984.0,2014.0,58.30%,700,3799.53,Karuizawa Single Cask (Samurai),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
24.0,1971.0,1995.0,46.00%,700,2274.3900000000003,Macallan,"Samaroli, Speyside Single Malt",Samaroli, Speyside Single Malt
25.0,1974.0,1999.0,43.00%,700,2323.23,Macallan Anniversary Malt,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
32.0,1966.0,1998.0,55.10%,700,2249.9700000000003,Springbank Local Barley,"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
37.0,1978.0,2015.0,55.20%,700,2828.28,Port Ellen 16th Annual Release,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
18.0,1966.0,1984.0,43.00%,750,2562.9900000000002,Macallan (Giovinetti & Figli),"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
32.0,1965.0,1997.0,50.80%,700,4173.6,Springbank,"Adelphi, Campbeltown Single Malt",Adelphi, Campbeltown Single Malt
25.0,1990.0,2015.0,59.60%,700,2886.0000000000005,Balvenie DCS Compendium (Chapter 2),"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
33.0,1966.0,1999.0,43.00%,700,1797.0900000000001,Glenugie,"Samaroli, Highlands Single Malt",Samaroli, Highlands Single Malt
33.0,1981.0,2014.0,55.30%,700,2954.82,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
11.0,1975.0,1986.0,43.00%,750,2039.0700000000002,Ardbeg,"R. W. Duthie & Co., Islay Single Malt",R. W. Duthie & Co., Islay Single Malt
31.0,1966.0,1997.0,53.60%,700,1922.5200000000002,Springbank Local Barley,"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
22.0,1991.0,2013.0,62.40%,700,1361.97,Karuizawa 132.2,"Scotch Malt Whisky Society, Japan Single Malt",Scotch Malt Whisky Society, Japan Single Malt
19.0,1961.0,1980.0,43.00%,750,1016.7600000000001,Glenfarclas,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
33.0,1968.0,2001.0,53.10%,700,996.7800000000001,Glengoyne Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
15.0,1981.0,1996.0,62.90%,700,1135.5300000000002,Lagavulin 111.4,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society, Islay Single Malt
22.0,1978.0,2000.0,60.50%,700,806.97,Port Ellen Rare Malts,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
31.0,1978.0,2009.0,51.20%,700,570.5400000000001,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
26.0,1969.0,1995.0,58.80%,750,1100.01,Glenlochy Rare Malts,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
28.0,1973.0,2001.0,45.40%,700,925.7400000000001,Highland Park Single Cask,"Original Bottling, Islands Single Malt",Original Bottling, Islands Single Malt
37.0,1939.0,1976.0,43.00%,750,1222.1100000000001,Linkwood Connoisseurs Choice (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
23.0,1970.0,1993.0,58.43%,700,1100.01,St Magdalene Rare Malts,"Original Bottling, Lowlands Single Malt",Original Bottling, Lowlands Single Malt
35.0,1966.0,2001.0,46.10%,700,1015.6500000000001,Bunnahabhain Single Cask,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
,1970.0,,52.40%,700,1078.92,Linkwood Private Collection,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
28.0,1973.0,2001.0,50.40%,700,911.3100000000001,Highland Park Single Cask,"Original Bottling, Islands Single Malt",Original Bottling, Islands Single Malt
35.0,1977.0,2012.0,54.60%,700,892.44,Talisker Cask Strength,"Original Bottling, Islands Single Malt",Original Bottling, Islands Single Malt
35.0,1979.0,2014.0,51.10%,700,1083.3600000000001,Port Ellen Director´s Cut,"Douglas Laing, Islay Single Malt",Douglas Laing, Islay Single Malt
36.0,1966.0,2002.0,40.60%,700,935.7300000000001,Bruichladdich Legacy Series One,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
36.0,1976.0,2012.0,49.30%,700,723.72,Tomatin Full Metal Dram,"Fulldram, Highlands Single Malt",Fulldram, Highlands Single Malt
25.0,1977.0,2002.0,57.20%,700,818.07,Lagavulin 2002 Release,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
14.0,1974.0,1988.0,64.30%,750,2095.6800000000003,Port Ellen,"Intertrade, Islay Single Malt",Intertrade, Islay Single Malt
33.0,1949.0,1982.0,40.00%,750,1092.24,Glen Grant,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
30.0,1968.0,1998.0,56.90%,700,621.6,Glen Grant Berry´s Own Selection,"Berry Bros & Rudd, Speyside Single Malt",Berry Bros & Rudd, Speyside Single Malt
47.0,1966.0,2013.0,48.50%,700,818.07,Glenfarclas Old & Rare,"Hunter Laing, Speyside Single Malt",Hunter Laing, Speyside Single Malt
,1990.0,,48.00%,700,1106.67,Hanyu 27th Anniversary (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
18.0,1979.0,1997.0,43.00%,1000,950.1600000000001,Lagavulin Distillers Edition (First Release),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
22.0,1988.0,2010.0,56.70%,700,623.82,Macallan,"Silver Seal, Speyside Single Malt",Silver Seal, Speyside Single Malt
,1973.0,,56.40%,750,1110.0,Highland Park Dragon,"John Robertson & Son Ltd., Islands Single Malt",John Robertson & Son Ltd., Islands Single Malt
12.0,2000.0,2012.0,63.00%,700,810.3000000000001,Karuizawa 132.6,"Scotch Malt Whisky Society, Japan Single Malt",Scotch Malt Whisky Society, Japan Single Malt
18.0,1970.0,1988.0,43.00%,750,775.8900000000001,Glendronach,"Prestonfield House, Highlands Single Malt",Prestonfield House, Highlands Single Malt
32.0,1968.0,2000.0,43.00%,700,714.84,Glenfarclas,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
32.0,1971.0,2003.0,50.10%,700,850.2600000000001,Mortlach Special Releases (2004 Release),"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
27.0,1990.0,2017.0,52.40%,700,941.2800000000001,Bowmore Port Cask (Feis Ile 2017),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
24.0,1980.0,2004.0,57.60%,700,874.6800000000001,Ardbeg Kildalton,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
,1961.0,,57.00%,750,732.6,Glenlivet,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
,1973.0,,56.90%,750,878.0100000000001,Highland Park Dragon,"John Robertson & Son Ltd., Islands Single Malt",John Robertson & Son Ltd., Islands Single Malt
21.0,1981.0,2002.0,46.00%,700,835.83,Glenmorangie Sauternes Wood Finish,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
37.0,1965.0,2002.0,41.80%,700,782.5500000000001,Bruichladdich Legacy Series Two,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
15.0,1963.0,1978.0,40.00%,750,905.7600000000001,Glen Albyn,"Cadenhead, Highlands Single Malt",Cadenhead, Highlands Single Malt
40.0,1962.0,2002.0,40.00%,700,737.0400000000001,Ben Nevis,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
22.0,1978.0,2000.0,50.00%,700,899.1,Rosebank The Old Malt Cask,"Douglas Laing, Lowlands Single Malt",Douglas Laing, Lowlands Single Malt
,1970.0,,51.20%,700,540.57,Tomatin Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
29.0,1985.0,2014.0,47.70%,700,949.0500000000001,Macallan Càrn Mòr (Celebration of the Cask),"Scottish Liqueur Centre, Speyside Single Malt",Scottish Liqueur Centre, Speyside Single Malt
